

0,122515041.0
10,122515041.0
20,122515041.0
30,122515041.0
40,122515041.0
50,126342041.0
60,126342041.0
70,126503041.0
80,128698041.0
90,128698041.0
100,128698041.0
110,128698041.0
120,128698041.0
130,130625041.0
140,132708041.0
150,132708041.0
160,132708041.0
170,132708041.0
180,132708041.0
190,132708041.0
200,132708041.0
210,132708041.0
220,132708041.0
230,132708041.0
240,134599041.0
250,134599041.0
260,134790841.0
270,134790841.0
280,134790841.0
290,134790841.0
300,136002041.0
310,136002041.0
320,136002041.0
330,136002041.0
340,136002041.0
350,136002041.0
360,136002041.0
370,136002041.0
380,136002041.0
390,136002041.0
400,136002041.0
410,136002041.0
420,136924041.0
430,136924041.0
440,136924041.0
450,136924041.0
460,136924041.0
470,136924041.0
480,136924041.0
490,136924041.0
500,136924041.0
510,136924041.0
520,136924041.0
530,137165041.0
540,137165041.0
550,137165041.0
560,137165041.0
570,137165041.0
580,137165041.0
590,137165041.0
600,137704041.0
610,137704041.0
620,137704041.0
630,137704041.0
640,138922041.0
650,138922041.0
660,138922041.0
670,138922041.0
680,138922041.0
690,138922041.0
700,138922041.0
710,138922041.0
720,138922041.0
730,138922041.0
740,138922041.0
750,138922041.0
760,138922041.0
770,138922041.0
780,139667041.0
790,139667041.0
800,139667041.0
810,140159041.0
820,140159041.0
830,140671041.0
840,140671041.0
850,140671041.0
860,140671041.0
870,140671041.0
880,140671041.0
890,140671041.0
900,141638041.0
910,141638041.0
920,141638041.0
930,142358041.0
940,142358041.0
950,142358041.0
960,142358041.0
970,142358041.0
980,142696041.0
990,142696041.0
1000,142696041.0
1010,143862041.0
1020,143862041.0
1030,143862041.0
1040,143862041.0
1050,143862041.0
1060,143862041.0
1070,143862041.0
1080,143862041.0
1090,144312041.0
1100,144312041.0
1110,144312041.0
1120,144312041.0
1130,144312041.0
1140,144312041.0
1150,144312041.0
1160,144312041.0
1170,144312041.0
1180,144312041.0
1190,144312041.0
1200,144312041.0
1210,144312041.0
1220,144312041.0
1230,144312041.0
1240,144312041.0
1250,144501041.0
1260,144501041.0
1270,144501041.0
1280,144501041.0
1290,144566041.0
1300,144566041.0
1310,145208041.0
1320,145416041.0
1330,145416041.0
1340,145416041.0
1350,145416041.0
1360,145416041.0
1370,145416041.0
1380,145454041.0
1390,145454041.0
1400,145985041.0
1410,145985041.0
1420,145985041.0
1430,145985041.0
1440,145999041.0
1450,145999041.0
1460,146303041.0
1470,146303041.0
1480,146303041.0
1490,146303041.0
1500,146388041.0
1510,146388041.0
1520,146388041.0
1530,146388041.0
1540,146765041.0
1550,147123041.0
1560,147123041.0
1570,147123041.0
1580,147123041.0
1590,147123041.0
1600,147123041.0
1610,147123041.0
1620,147123041.0
1630,147848041.0
1640,147848041.0
1650,147848041.0
1660,147848041.0
1670,147848041.0
1680,147848041.0
1690,147848041.0
1700,147848041.0
1710,147848041.0
1720,147848041.0
1730,147848041.0
1740,147848041.0
1750,148332041.0
1760,148332041.0
1770,149212041.0
1780,149212041.0
1790,149212041.0
1800,149212041.0
1810,149212041.0
1820,149212041.0
1830,149553041.0
1840,149553041.0
1850,149553041.0
1860,149553041.0
1870,149553041.0
1880,149553041.0
1890,150111041.0
1900,150111041.0
1910,150111041.0
1920,150111041.0
1930,150111041.0
1940,150111041.0
1950,150111041.0
1960,150111041.0
1970,150111041.0
1980,150111041.0
1990,150111041.0
2000,150111041.0
2010,150111041.0
2020,150854041.0
2030,150854041.0
2040,150854041.0
2050,150854041.0
2060,150854041.0
2070,150854041.0
2080,151333041.0
2090,151333041.0
2100,151968041.0
2110,152549041.0
2120,152549041.0
2130,152549041.0
2140,152549041.0
2150,152549041.0
2160,153085041.0
2170,153085041.0
2180,153085041.0
2190,153085041.0
2200,153085041.0
2210,153085041.0
2220,153085041.0
2230,153085041.0
2240,153085041.0
2250,153085041.0
2260,153085041.0
2270,153085041.0
2280,153085041.0
2290,153085041.0
2300,153085041.0
2310,153085041.0
2320,153085041.0
2330,153085041.0
2340,153085041.0
2350,153085041.0
2360,153268041.0
2370,153639041.0
2380,153639041.0
2390,153639041.0
2400,153639041.0
2410,153639041.0
2420,153639041.0
2430,153639041.0
2440,153639041.0
2450,153639041.0
2460,153697041.0
2470,153697041.0
2480,153697041.0
2490,153697041.0
2500,153697041.0
2510,153697041.0
2520,153697041.0
2530,153697041.0
2540,153976041.0
2550,153976041.0
2560,154261041.0
2570,154261041.0
2580,154261041.0
2590,154261041.0
2600,154398041.0
2610,154398041.0
2620,154398041.0
2630,154398041.0
2640,154398041.0
2650,154903041.0
2660,154903041.0
2670,154903041.0
2680,154903041.0
2690,154903041.0
2700,154903041.0
2710,155156041.0
2720,155156041.0
2730,155156041.0
2740,155156041.0
2750,155743041.0
2760,155743041.0
2770,155743041.0
2780,155743041.0
2790,155743041.0
2800,155743041.0
2810,155743041.0
2820,155743041.0
2830,155743041.0
2840,155743041.0
2850,155743041.0
2860,155743041.0
2870,156133041.0
2880,156133041.0
2890,156133041.0
2900,156133041.0
2910,156133041.0
2920,156133041.0
